"Sample","Model","Bin","N_draws","Bin_Midpoint","Density","Outcome","Weighted","Note"
"Republicans","Without Controls","(0.00527,0.0193]",3,0.007856,794.236573,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.0193,0.0333]",3,0.030844,538.901682,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.0333,0.0473]",4,0.038878,367.901821,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.0473,0.0614]",10,0.054786,971.160797,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.0614,0.0754]",6,0.069022,499.819927,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.0754,0.0894]",5,0.08489,592.095333,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.0894,0.103]",7,0.097007,523.50238,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.103,0.117]",9,0.108946,778.346497,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.117,0.131]",9,0.124646,959.399092,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.131,0.145]",10,0.139555,843.94269,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.145,0.159]",5,0.154123,382.065942,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.159,0.174]",3,0.164255,258.951956,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.174,0.188]",5,0.180275,788.144686,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.188,0.202]",1,0.193161,Inf,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.216,0.23]",2,0.21941,8033.12172,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.23,0.244]",2,0.241731,531.68562,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
