"Sample","Model","Bin","N_draws","Bin_Midpoint","Density","Outcome","Weighted","Note"
"Republicans","With Controls","(0.0777,0.0942]",777,0.086135,46991.737185,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","With Controls","(0.0942,0.111]",968,0.102302,58722.592703,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","With Controls","(0.111,0.127]",1093,0.119105,66149.262757,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","With Controls","(0.127,0.144]",1127,0.135537,68285.661404,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","With Controls","(0.144,0.16]",995,0.151868,60137.884296,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","With Controls","(0.16,0.177]",733,0.168173,44306.712788,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","With Controls","(0.177,0.194]",416,0.184322,25378.547808,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","With Controls","(0.194,0.21]",245,0.200555,14951.762233,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","With Controls","(0.21,0.227]",75,0.215989,4580.202192,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","With Controls","(0.227,0.243]",32,0.232926,2283.427771,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","With Controls","(0.243,0.26]",13,0.250652,1011.006702,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","With Controls","(0.26,0.276]",2,0.265744,1123.036477,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","With Controls","(0.276,0.293]",4,0.284549,249.199992,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.256,0.277]",10,0.266045,500.35395,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","[-0.291,-0.269]",6,-0.276744,288.064375,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(-0.269,-0.248]",4,-0.258685,460.882773,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(-0.248,-0.227]",6,-0.232206,918.606356,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(-0.227,-0.206]",21,-0.213559,1131.149556,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(-0.206,-0.185]",21,-0.191379,1042.723765,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(-0.185,-0.164]",43,-0.17286,2074.411298,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(-0.164,-0.143]",79,-0.15348,3883.306833,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(-0.143,-0.122]",94,-0.132419,4528.911769,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(-0.122,-0.101]",152,-0.111394,7322.29424,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(-0.101,-0.08]",188,-0.090573,9117.958796,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(-0.08,-0.059]",243,-0.068898,11612.107664,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(-0.059,-0.038]",325,-0.048239,15488.133619,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(-0.038,-0.017]",383,-0.027364,18339.127288,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(-0.017,0.00401]",457,-0.006248,21793.56436,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.00401,0.025]",569,0.01481,27157.819714,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.025,0.046]",704,0.03574,33713.886639,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.046,0.067]",916,0.057047,43648.148623,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.067,0.088]",1118,0.077804,53260.906672,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.088,0.109]",1255,0.098582,59830.878404,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.109,0.13]",1179,0.119226,56172.643223,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.13,0.151]",941,0.14013,45310.508305,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.151,0.172]",636,0.161004,30407.87834,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.172,0.193]",380,0.181382,18145.445273,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.193,0.214]",156,0.202533,7451.453435,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.214,0.235]",78,0.223541,3853.861044,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.235,0.256]",25,0.242566,1251.87729,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.277,0.298]",4,0.283379,438.583554,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.298,0.319]",5,0.309004,278.82393,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Republicans","Without Controls","(0.319,0.341]",2,0.333857,161.070963,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","[-0.303,-0.283]",3,-0.292363,162.303624,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(-0.283,-0.263]",1,-0.275743,Inf,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(-0.244,-0.224]",2,-0.231357,143.452234,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(-0.224,-0.204]",1,-0.21403,Inf,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(-0.204,-0.184]",13,-0.19287,675.225729,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(-0.184,-0.165]",16,-0.172333,852.171083,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(-0.165,-0.145]",22,-0.152251,1326.974232,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(-0.145,-0.125]",43,-0.132961,2250.396177,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(-0.125,-0.106]",49,-0.113436,2596.389969,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(-0.106,-0.0859]",74,-0.094544,3927.362594,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(-0.0859,-0.0662]",130,-0.074804,6661.4729,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(-0.0662,-0.0465]",169,-0.055869,8724.493732,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(-0.0465,-0.0268]",276,-0.035834,14110.44364,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(-0.0268,-0.00708]",371,-0.016169,18858.026754,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(-0.00708,0.0126]",603,0.003347,30820.064111,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(0.0126,0.0323]",929,0.023047,47221.985805,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(0.0323,0.052]",1338,0.042527,67947.025336,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(0.052,0.0718]",1684,0.061823,85624.847207,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(0.0718,0.0915]",1534,0.081188,77844.157098,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(0.0915,0.111]",1144,0.100857,58206.503646,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(0.111,0.131]",759,0.120388,38555.352916,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(0.131,0.151]",402,0.139569,20593.576578,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(0.151,0.17]",253,0.159455,13001.421011,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(0.17,0.19]",111,0.178708,5765.487843,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(0.19,0.21]",46,0.199535,2339.513082,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(0.21,0.229]",22,0.217607,1393.273774,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(0.229,0.249]",1,0.244051,Inf,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(0.249,0.269]",2,0.268273,2312.590732,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","With Controls","(0.269,0.289]",2,0.282178,156.676393,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(-0.171,-0.15]",60,-0.158786,3215.211725,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","[-0.381,-0.359]",1,-0.380413,Inf,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(-0.338,-0.317]",1,-0.336642,Inf,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(-0.317,-0.296]",2,-0.298081,814.345882,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(-0.296,-0.276]",4,-0.282561,556.434794,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(-0.276,-0.255]",8,-0.263188,477.003552,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(-0.255,-0.234]",9,-0.244612,494.505418,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(-0.234,-0.213]",15,-0.220678,798.62922,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(-0.213,-0.192]",33,-0.200431,1631.647554,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(-0.192,-0.171]",39,-0.179929,1955.561528,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(-0.15,-0.129]",98,-0.138349,4766.243205,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(-0.129,-0.108]",134,-0.117106,6574.214848,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(-0.108,-0.0867]",181,-0.096687,8663.3398,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(-0.0867,-0.0657]",234,-0.075617,11203.292523,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(-0.0657,-0.0447]",307,-0.055333,14673.482179,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(-0.0447,-0.0238]",385,-0.033427,18408.278193,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(-0.0238,-0.00279]",504,-0.013034,24136.255891,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(-0.00279,0.0182]",588,0.008214,28128.724903,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(0.0182,0.0392]",830,0.02929,39581.175749,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(0.0392,0.0601]",1185,0.050126,56526.448586,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(0.0601,0.0811]",1436,0.07094,68590.508767,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(0.0811,0.102]",1515,0.091353,72258.187082,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(0.102,0.123]",1214,0.111912,57951.020818,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(0.123,0.144]",702,0.132118,33483.413661,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(0.144,0.165]",329,0.15295,15710.228845,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(0.165,0.186]",128,0.174181,6141.639007,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(0.186,0.207]",42,0.19314,2086.813034,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(0.207,0.228]",13,0.213941,753.685263,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Win","Without Controls","(0.228,0.25]",3,0.242591,243.451024,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","[-0.0538,-0.0276]",1,-0.053084,Inf,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(-0.00217,0.0233]",2,0.00993,161.749649,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.0233,0.0487]",10,0.039224,491.37045,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.0487,0.0742]",18,0.06292,874.823702,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.0742,0.0996]",51,0.088029,2106.65956,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.0996,0.125]",79,0.114629,3255.607071,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.125,0.151]",91,0.139462,3643.018434,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.151,0.176]",188,0.164608,7404.074103,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.176,0.201]",331,0.189724,13178.487509,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.201,0.227]",537,0.215056,21110.934011,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.227,0.252]",731,0.24036,28759.607965,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.252,0.278]",726,0.265061,28628.331677,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.278,0.303]",691,0.290335,27243.388433,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.303,0.329]",758,0.316397,29853.800899,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.329,0.354]",931,0.342079,36632.26557,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.354,0.38]",1132,0.366893,44531.558011,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.38,0.405]",1071,0.392192,42133.37656,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.405,0.431]",906,0.417189,35710.038818,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.431,0.456]",694,0.442637,27329.603807,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.456,0.481]",417,0.467592,16417.567333,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.481,0.507]",290,0.493554,11403.457782,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.507,0.532]",154,0.517965,6175.538577,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
