"Sample","Model","Bin","N_draws","Bin_Midpoint","Density","Outcome","Weighted","Note"
"Expect In-Party Loss","With Controls","(0.532,0.558]",87,0.542708,3643.751183,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.558,0.583]",36,0.571362,1511.88152,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.583,0.609]",31,0.593533,1372.621609,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.609,0.634]",21,0.617431,964.205145,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.634,0.66]",11,0.642593,458.193848,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.66,0.685]",2,0.676048,333.064482,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","With Controls","(0.685,0.711]",3,0.695804,125.859596,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","[-0.764,-0.7]",2,-0.741409,47.482601,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(-0.512,-0.449]",3,-0.488985,52.835561,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(-0.449,-0.386]",5,-0.411333,270.286326,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(-0.386,-0.324]",4,-0.356945,70.934782,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(-0.324,-0.261]",9,-0.293344,189.79668,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(-0.261,-0.198]",19,-0.232313,315.148986,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(-0.198,-0.135]",51,-0.163866,827.413049,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(-0.135,-0.0727]",90,-0.1057,1442.488737,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(-0.0727,-0.00998]",149,-0.04288,2405.649953,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(-0.00998,0.0527]",149,0.02536,2385.120511,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(0.0527,0.115]",316,0.090061,5050.512472,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(0.115,0.178]",796,0.1515,12746.200968,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(0.178,0.241]",1084,0.208254,17306.091188,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(0.241,0.304]",797,0.270617,12758.041538,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(0.304,0.366]",1107,0.340912,17665.780661,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(0.366,0.429]",2162,0.398554,34513.237852,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(0.429,0.492]",1864,0.457227,29764.251516,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(0.492,0.554]",815,0.519142,13026.810329,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(0.554,0.617]",382,0.578766,6124.557042,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(0.617,0.68]",131,0.642018,2100.133398,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(0.68,0.743]",42,0.708176,717.44806,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(0.743,0.805]",14,0.773949,234.150182,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(0.805,0.868]",6,0.836527,112.590029,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(0.868,0.931]",2,0.898569,33.643354,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Expect In-Party Loss","Without Controls","(1.06,1.12]",1,1.118747,Inf,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
