"Estimate_Conventional","SE_Conventional","PValue_Conventional","Estimate_BiasCorrected","SE_BiasCorrected","PValue_BiasCorrected","Estimate_BC_RobustSE","SE_BC_RobustSE","PValue_BC_RobustSE","N_within_bw","N_left_bw","N_right_bw","N_total_left","N_total_right","Bandwidth","Optimal_Bandwidth_h","Controls","Sample","Check_Type","Placebo_Cutoff","Polynomial_Degree","Outcome","Weighted"
0.0397591733595174,0.0299868020802841,0.184876441284091,0.0485086406563231,0.0299868020802841,0.105734521694484,0.0485086406563231,0.0471097761958192,0.303153804948252,710,449,261,4410,372,1940,1249.60070850043,"With Controls","Full Sample","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
0.0392181078229693,0.0291674574624758,0.178759489110022,0.0485414881309117,0.0291674574624758,0.0960655819652568,0.0485414881309117,0.0455229550916614,0.286284464764078,743,469,274,4410,372,2052,1249.60070850043,"With Controls","Full Sample","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
0.0383626225158258,0.0283615197357133,0.176174087944816,0.0492657516553175,0.0283615197357133,0.08237601959893,0.0492657516553175,0.043911526941824,0.261891310807149,778,489,289,4410,372,2164,1249.60070850043,"With Controls","Full Sample","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
0.0388119305184144,0.0275972269094713,0.159614084748122,0.0475455955797233,0.0275972269094713,0.0849175340217535,0.0475455955797233,0.0424752784722971,0.262981891056821,817,512,305,4410,372,2276,1249.60070850043,"With Controls","Full Sample","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
0.03779901116178,0.0268800956807156,0.159662307738206,0.0484818496744383,0.0268800956807156,0.0712887304696254,0.0484818496744383,0.041221477939537,0.239542613247918,853,538,315,4410,372,2387,1249.60070850043,"With Controls","Full Sample","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
0.0367465306137333,0.0261981847478889,0.16072525659355,0.0492503035980719,0.0261981847478889,0.0601199592127186,0.0492503035980719,0.040060473416021,0.218922267083825,895,560,335,4410,372,2499,1249.60070850043,"With Controls","Full Sample","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0369275931987918,0.0379473176325534,0.330489743342042,-0.0385568898070965,0.0379473176325534,0.3095990806518,-0.0385568898070965,0.0466276678319592,0.40828801423267,603,314,289,4443,554,NA,NA,"Without Controls","Full Sample","Placebo Cutoff Test",-730,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0221887429515388,0.0369553948816969,0.548226636934618,-0.0292956303101619,0.0369553948816969,0.427935461088445,-0.0292956303101619,0.043521533564451,0.50086487582535,587,346,241,4541,456,NA,NA,"Without Controls","Full Sample","Placebo Cutoff Test",-365,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
0.0387725157812069,0.0503420796712943,0.441192503201521,0.03380197262486,0.0503420796712943,0.501936643931821,0.03380197262486,0.06167714223342,0.58365963272389,390,226,164,4615,382,NA,NA,"Without Controls","Full Sample","Placebo Cutoff Test",0,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0136327877690039,0.0376416106845334,0.717222502631911,-0.0240610363036728,0.0376416106845334,0.522683867948223,-0.0240610363036728,0.0446255919996879,0.589765602680883,354,222,132,4689,308,NA,NA,"Without Controls","Full Sample","Placebo Cutoff Test",365,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.000732209824060526,0.0404397519550279,0.985554140021492,0.00113356276741206,0.0404397519550279,0.977637503736151,0.00113356276741206,0.0513216328466458,0.982378216633562,373,235,138,4745,252,NA,NA,"Without Controls","Full Sample","Placebo Cutoff Test",730,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0303885130915778,0.034205634942499,0.37432205677239,-0.0277534707802673,0.034205634942499,0.417152470743026,-0.0277534707802673,0.0419679769041442,0.508419213437493,585,306,279,4245,537,NA,NA,"With Controls","Full Sample","Placebo Cutoff Test",-730,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0107547699921205,0.0354192309066435,0.761400566503661,-0.00935988950812134,0.0354192309066435,0.791579503150358,-0.00935988950812134,0.0423736422166981,0.825178530881308,580,342,238,4337,445,NA,NA,"With Controls","Full Sample","Placebo Cutoff Test",-365,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
0.0453756760148188,0.0383206015289508,0.236370879947794,0.0500709122723748,0.0383206015289508,0.191337829125265,0.0500709122723748,0.0472163117752933,0.288936319311791,479,288,191,4410,372,NA,NA,"With Controls","Full Sample","Placebo Cutoff Test",0,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0239641437077839,0.0350278623479282,0.493883485548405,-0.0350486672650987,0.0350278623479282,0.317023154567013,-0.0350486672650987,0.0415503571426578,0.398936205011179,333,208,125,4482,300,NA,NA,"With Controls","Full Sample","Placebo Cutoff Test",365,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
0.011510871930971,0.0394082477622239,0.770215545446407,0.0106419504684975,0.0394082477622239,0.787126606325321,0.0106419504684975,0.0502456064911069,0.83226413970507,341,213,128,4537,245,NA,NA,"With Controls","Full Sample","Placebo Cutoff Test",730,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
0.0387725157812069,0.0503420796712943,0.441192503201521,0.03380197262486,0.0503420796712943,0.501936643931821,0.03380197262486,0.06167714223342,0.58365963272389,390,226,164,4615,382,NA,NA,"Without Controls","Full Sample","Polynomial Degree Sensitivity",NA,1,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
0.0324832518685092,0.0706423576522144,0.645640518580174,0.0343271052765801,0.0706423576522144,0.627018158081528,0.0343271052765801,0.0822907419714074,0.67657294079572,491,295,196,4615,382,NA,NA,"Without Controls","Full Sample","Polynomial Degree Sensitivity",NA,2,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
0.0209502572051097,0.092101787943987,0.820059446661362,0.019175777906618,0.092101787943987,0.835071234716301,0.019175777906618,0.10393796483792,0.853627088203075,548,336,212,4615,382,NA,NA,"Without Controls","Full Sample","Polynomial Degree Sensitivity",NA,3,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
0.0453756760148188,0.0383206015289508,0.236370879947794,0.0500709122723748,0.0383206015289508,0.191337829125265,0.0500709122723748,0.0472163117752933,0.288936319311791,479,288,191,4410,372,NA,NA,"With Controls","Full Sample","Polynomial Degree Sensitivity",NA,1,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
0.0618052082727037,0.0583945973483646,0.28987025977273,0.0649173369748004,0.0583945973483646,0.266266695041673,0.0649173369748004,0.0674837442039203,0.336064677074942,512,311,201,4410,372,NA,NA,"With Controls","Full Sample","Polynomial Degree Sensitivity",NA,2,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
0.045768583878408,0.078880800966199,0.561763143437413,0.0381651265995877,0.078880800966199,0.628504464800906,0.0381651265995877,0.0885423758395548,0.666440756779505,528,324,204,4410,372,NA,NA,"With Controls","Full Sample","Polynomial Degree Sensitivity",NA,3,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0123969824346797,0.0981811605363334,0.899521046250246,-0.0703363404690516,0.0981811605363334,0.473748437316713,-0.0703363404690516,0.137967919512713,0.610190087051549,60,35,25,1016,91,547,1823.66197889298,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
0.00257816228003738,0.0845588289183309,0.975676611953294,-0.0313531657422406,0.0845588289183309,0.710797495164568,-0.0313531657422406,0.127435275145364,0.805657399758762,73,43,30,1016,91,710,1823.66197889298,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.00510987276505315,0.0768974379239141,0.947019170319537,-0.00128225106708579,0.0768974379239141,0.986696033736173,-0.00128225106708579,0.115307779830761,0.991127508954221,85,50,35,1016,91,873,1823.66197889298,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0236661270429388,0.0716642870028515,0.741221651780739,0.00745704093515842,0.0716642870028515,0.917125551669247,0.00745704093515842,0.104416548551176,0.943066457187084,101,63,38,1016,91,1037,1823.66197889298,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
