panel_data,pre_or_post,age,party,education_summary,education,sex,income,race,lib_or_con,duty_or_choice,voted2012,voted2016,voted_for_2012,voted_for_2016,expectations_2020,feeling_dems,feeling_reps,free_press,checks_and_balances,rule_of_law,agree_on_facts,unitary_executive,journalist_access,media_undermined_concern,media_trust,govt_trust,govt_capture,govt_corruption,foreign_help,govt_principled,urban_unrest,party_summary,expect_inparty_win,day_of_birth,date_cutoff,date_2012_election,days_from_cutoff,age_2012_election,treatment,liberal_index,race_Black,race_Hispanic,race_Asian,race_Native,race_Other,race_NA
4,3,72,5,3,3,1,18,White,6,7,1,NA,2,NA,3,15,70,0.1936485577401988,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.8491507732232628,0.9891219875531179,1.1222562270427896,1,2,1,4,4,1,1,Independent,NA,20,1994-11-06,2012-11-06,-17032,64.63244353182752,0,0.9312267125514527,0,0,0,0,0,0
4,3,18,7,1,1,1,10,White,6,5,0,0,NA,NA,3,0,100,-1.3147717867624034,0.7207302104367574,0.573083703561271,0.965379884379451,-1.8795752356617481,-0.5505490308078672,-0.34624101076783853,1,4,1,2,3,1,1,Republican,1,7,1994-11-06,2012-11-06,2650,10.746064339493497,1,0.7359873923601933,0,0,0,0,0,0
4,3,80,7,4,6,0,11,White,6,4,1,NA,2,2,3,0,85,-1.3147717867624034,-0.4082399484297345,-0.7622234905552797,-0.07731522541165571,0.3034055714462606,0.4758983147661229,-0.34624101076783853,1,3,1,2,5,2,4,Republican,1,12,1994-11-06,2012-11-06,-19717,71.9835728952772,0,0.667328631825031,0,0,0,0,0,0
4,3,28,4,3,3,1,9,Hispanic,99,4,0,0,NA,NA,1,50,50,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.3034055714462606,-0.5505490308078672,-0.34624101076783853,3,3,1,3,5,1,4,Independent,NA,21,1994-11-06,2012-11-06,-960,20.629705681040384,0,0.8931258332857945,0,1,0,0,0,0
4,1,57,5,2,2,1,4,White,6,4,0,0,NA,NA,3,15,85,0.1936485577401988,-0.4082399484297345,0.573083703561271,-0.07731522541165571,-0.7880848321077437,-0.5505490308078672,-1.8147382485784667,1,3,1,3,3,1,2,Independent,NA,23,1994-11-06,2012-11-06,-11429,49.29226557152635,0,0.6877735612535285,0,0,0,0,0,0
3,3,71,1,3,4,1,7,Black,4,1,1,1,1,1,1,100,0,-1.3147717867624034,-0.4082399484297345,0.573083703561271,-2.162705444993869,-1.333830033884746,-0.5505490308078672,-1.0804896296731525,2,3,1,3,5,2,7,Democrat,1,3,1994-11-06,2012-11-06,-16409,62.926762491444215,0,0.5624178676404232,1,0,0,0,0,0
4,3,70,1,4,6,0,5,White,2,1,1,1,1,1,1,70,0,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,0.9891219875531179,0.3880076081374755,4,4,1,3,5,1,7,Democrat,1,4,1994-11-06,2012-11-06,-16043,61.92470910335387,0,0.9754912748949807,0,0,0,0,0,0
4,3,38,4,5,8,0,16,White,5,2,1,NA,2,NA,1,50,50,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.3034055714462606,0.9891219875531179,1.1222562270427896,3,2,1,2,5,1,4,Independent,NA,4,1994-11-06,2012-11-06,-4416,30.091718001368925,0,0.98768215617897,0,0,0,0,0,0
3,3,46,2,4,6,0,19,White,1,1,1,1,1,1,1,85,0,0.1936485577401988,-1.5372101072962265,0.573083703561271,-0.07731522541165571,-0.7880848321077437,-1.063772703594862,-1.0804896296731525,3,2,1,2,1,2,7,Democrat,1,8,1994-11-06,2012-11-06,-7576,38.743326488706366,0,0.6341768153992156,0,0,0,0,0,0
4,3,44,1,5,8,1,16,White,2,1,1,1,1,1,1,90,0,0.9478587299914999,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.3034055714462606,0.9891219875531179,1.1222562270427896,5,2,1,4,5,1,7,Democrat,1,5,1994-11-06,2012-11-06,-6849,36.75290896646133,0,0.9548645572775831,0,0,0,0,0,0
4,3,79,7,5,7,1,NA,White,6,4,1,NA,2,2,3,0,60,-0.5605616145111023,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.8491507732232628,0.9891219875531179,-1.8147382485784667,1,2,1,4,1,1,1,Republican,1,16,1994-11-06,2012-11-06,-19532,71.47707049965777,0,0.7972361235842151,0,0,0,0,0,0
4,3,43,1,5,7,0,22,White,2,7,1,1,1,1,1,85,30,0.1936485577401988,-0.4082399484297345,0.573083703561271,-1.1200103352027624,0.8491507732232628,0.4758983147661229,0.3880076081374755,3,3,1,3,5,2,4,Democrat,1,6,1994-11-06,2012-11-06,-6513,35.832991101984945,0,0.7957949175857141,0,0,0,0,0,0
3,3,43,5,3,3,1,15,White,6,2,1,NA,2,2,3,15,70,0.1936485577401988,0.7207302104367574,-0.7622234905552797,-0.07731522541165571,0.8491507732232628,0.4758983147661229,-1.8147382485784667,1,2,2,4,3,2,3,Independent,NA,8,1994-11-06,2012-11-06,-6360,35.41409993155373,0,0.7654662492619634,0,0,0,0,0,0
3,3,NA,6,1,1,0,22,White,99,4,0,NA,NA,NA,3,0,85,-1.3147717867624034,-0.4082399484297345,0.573083703561271,-0.07731522541165571,-1.333830033884746,-0.5505490308078672,-1.0804896296731525,2,2,1,3,4,1,1,Republican,1,5,1994-11-06,2012-11-06,NA,NA,NA,0.6280530654431971,0,0,0,0,0,0
4,3,61,NA,3,3,0,1,White,2,1,1,NA,1,1,1,60,0,0.9478587299914999,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.3034055714462606,0.9891219875531179,1.1222562270427896,3,2,1,2,5,2,7,NA,NA,5,1994-11-06,2012-11-06,-13030,53.67556468172484,0,0.9548645572775831,0,0,0,0,0,0
4,3,61,6,3,4,0,11,White,7,7,1,NA,NA,2,3,40,60,0.1936485577401988,-0.4082399484297345,0.573083703561271,-0.07731522541165571,-0.7880848321077437,-0.5505490308078672,-0.34624101076783853,1,2,1,2,2,2,4,Republican,1,16,1994-11-06,2012-11-06,-13078,53.80698151950719,0,0.7367910114635672,0,0,0,0,0,0
4,1,38,5,1,1,0,19,Asian,4,6,0,NA,NA,NA,3,60,85,0.1936485577401988,-2.6661802661627183,0.573083703561271,0.965379884379451,-0.7880848321077437,0.9891219875531179,0.3880076081374755,3,4,1,3,3,2,7,Independent,NA,25,1994-11-06,2012-11-06,-4637,30.69678302532512,0,0.7138045146898702,0,0,1,0,0,0
4,3,60,NA,4,6,1,14,Black,5,1,1,1,1,1,3,50,60,0.1936485577401988,0.7207302104367574,-0.7622234905552797,-0.07731522541165571,0.8491507732232628,0.9891219875531179,0.3880076081374755,5,3,1,4,5,1,7,NA,NA,3,1994-11-06,2012-11-06,-12421,52.0082135523614,0,0.8541720488047336,1,0,0,0,0,0
3,3,23,1,4,6,1,19,Black,2,2,0,0,NA,NA,1,85,0,-0.5605616145111023,0.7207302104367574,-0.7622234905552797,-1.1200103352027624,0.8491507732232628,-0.5505490308078672,0.3880076081374755,3,4,1,3,5,2,7,Democrat,1,7,1994-11-06,2012-11-06,793,15.83025325119781,1,0.7398598886730492,1,0,0,0,0,0
4,3,41,1,3,5,0,4,White,6,2,0,0,NA,NA,1,70,0,0.9478587299914999,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.8491507732232628,0.9891219875531179,1.1222562270427896,3,2,1,2,5,1,7,Democrat,1,1,1994-11-06,2012-11-06,-5576,33.267624914442166,0,0.9671824010986132,0,0,0,0,0,0
4,3,49,6,4,6,1,13,White,5,7,1,1,2,NA,3,30,50,0.9478587299914999,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.8491507732232628,0.4758983147661229,-0.34624101076783853,3,4,2,4,4,2,2,Republican,1,1,1994-11-06,2012-11-06,-8498,41.267624914442166,0,0.9029853266608623,0,0,0,0,0,0
3,3,39,7,5,7,0,21,White,6,6,0,NA,NA,2,3,0,85,0.9478587299914999,-0.4082399484297345,-0.7622234905552797,-1.1200103352027624,-0.7880848321077437,0.4758983147661229,-1.0804896296731525,1,2,1,3,3,2,3,Republican,1,7,1994-11-06,2012-11-06,-5020,31.745379876796715,0,0.6932336858180463,0,0,0,0,0,0
4,3,32,7,3,3,0,10,White,6,1,0,NA,NA,2,3,0,100,-1.3147717867624034,-0.4082399484297345,-0.7622234905552797,-1.1200103352027624,0.3034055714462606,-0.5505490308078672,-0.34624101076783853,1,4,2,3,5,1,NA,Republican,1,4,1994-11-06,2012-11-06,-2316,24.34223134839151,0,0.6041517844682194,0,0,0,0,0,0
4,3,46,7,3,3,0,10,White,6,2,1,NA,2,2,3,15,85,NA,-1.5372101072962265,-2.0975306846718307,-0.07731522541165571,-2.4253204374387503,NA,-0.34624101076783853,1,2,1,2,3,1,1,Republican,1,6,1994-11-06,2012-11-06,-7578,38.74880219028063,0,NA,0,0,0,0,0,0
4,3,43,NA,3,3,1,19,White,4,3,1,1,1,2,3,0,100,-1.3147717867624034,0.7207302104367574,0.573083703561271,0.965379884379451,-0.7880848321077437,-0.5505490308078672,-1.0804896296731525,5,4,2,4,4,2,NA,NA,NA,14,1994-11-06,2012-11-06,-6415,35.564681724846,0,0.7361143548972338,0,0,0,0,0,0
3,3,58,7,1,1,1,5,White,99,1,0,0,NA,NA,3,0,100,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,-2.4253204374387503,-2.090220049168852,1.1222562270427896,1,1,1,2,1,1,7,Republican,1,15,1994-11-06,2012-11-06,-11983,50.809034907597535,0,0.8350151917075461,0,0,0,0,0,0
3,3,25,4,2,2,0,1,Black,5,2,0,0,NA,NA,1,50,30,-0.5605616145111023,-1.5372101072962265,-2.0975306846718307,-2.162705444993869,-0.7880848321077437,-0.5505490308078672,-1.8147382485784667,2,3,2,1,4,2,3,Independent,NA,11,1994-11-06,2012-11-06,339,17.073237508555785,1,0.41816495088857464,1,0,0,0,0,0
3,3,37,6,4,6,1,11,Asian,99,1,0,NA,NA,NA,NA,60,70,-0.5605616145111023,-0.4082399484297345,-0.7622234905552797,-0.07731522541165571,-1.8795752356617481,-0.5505490308078672,0.3880076081374755,3,3,2,3,3,1,NA,Republican,NA,17,1994-11-06,2012-11-06,-3977,28.889801505817932,0,0.64816242173766625,0,0,1,0,0,0
4,3,60,5,3,3,0,6,White,5,6,0,0,NA,NA,3,50,60,-0.5605616145111023,-0.4082399484297345,-0.7622234905552797,-0.07731522541165571,-0.7880848321077437,-0.5505490308078672,-0.34624101076783853,2,2,2,4,3,1,4,Independent,NA,13,1994-11-06,2012-11-06,-12685,52.73100616016427,0,0.6482893842747068,0,0,0,0,0,0
4,3,34,6,5,7,0,15,White,5,6,0,0,NA,NA,3,60,40,0.1936485577401988,-1.5372101072962265,-0.7622234905552797,-1.1200103352027624,-1.8795752356617481,-0.03732535802087215,-0.34624101076783853,5,2,1,2,3,1,5,Republican,1,11,1994-11-06,2012-11-06,-2887,25.905544147843944,0,0.5790455637745129,0,0,0,0,0,0
4,3,37,4,4,6,1,1,Native,4,4,1,NA,2,NA,NA,0,5,-0.5605616145111023,-1.5372101072962265,-2.0975306846718307,-1.1200103352027624,-0.7880848321077437,-0.5505490308078672,-0.34624101076783853,3,3,2,3,3,1,NA,Independent,NA,16,1994-11-06,2012-11-06,-4192,29.478439425051334,0,0.5000000000000001,0,0,0,1,0,0
4,1,69,6,3,5,0,10,White,5,2,1,1,1,2,3,15,60,-0.5605616145111023,0.7207302104367574,-2.0975306846718307,-0.07731522541165571,0.8491507732232628,-0.5505490308078672,-0.34624101076783853,2,3,1,2,4,1,2,Republican,1,27,1994-11-06,2012-11-06,-15930,61.61533196440794,0,0.6956228238277169,0,0,0,0,0,0
4,3,40,NA,4,6,0,22,White,99,6,0,1,NA,1,1,50,50,0.9478587299914999,0.7207302104367574,0.573083703561271,-0.07731522541165571,-0.7880848321077437,0.4758983147661229,0.3880076081374755,3,4,2,4,4,1,4,NA,NA,28,1994-11-06,2012-11-06,-5396,32.77481177275838,0,0.8905405203027917,0,0,0,0,0,0
3,3,43,NA,4,6,1,17,Native,2,1,1,NA,1,1,1,70,0,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,0.9891219875531179,1.1222562270427896,3,3,1,3,5,1,7,NA,NA,3,1994-11-06,2012-11-06,-6182,34.926762491444215,0,1,0,0,0,1,0,0
4,3,21,NA,3,3,1,1,White,3,6,0,NA,NA,NA,1,30,30,0.9478587299914999,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.8491507732232628,0.9891219875531179,0.3880076081374755,1,2,1,2,5,1,7,NA,NA,5,1994-11-06,2012-11-06,1611,13.59069130732375,1,0.942673675993594,0,0,0,0,0,0
3,3,64,1,1,1,1,1,White,4,1,1,NA,1,1,1,70,0,0.9478587299914999,-0.4082399484297345,-0.7622234905552797,-0.07731522541165571,0.3034055714462606,0.9891219875531179,1.1222562270427896,4,3,1,4,5,1,1,Democrat,1,23,1994-11-06,2012-11-06,-14015,56.37234770704997,0,0.8393927719042633,0,0,0,0,0,0
4,3,46,1,4,6,0,16,White,3,2,1,NA,1,1,1,85,0,0.1936485577401988,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,-0.5505490308078672,1.1222562270427896,3,3,1,3,5,2,6,Democrat,1,9,1994-11-06,2012-11-06,-7394,38.24503764544832,0,0.9185054387697025,0,0,0,0,0,0
4,3,41,4,3,3,0,5,Hispanic,99,4,1,NA,1,1,3,70,70,0.9478587299914999,-1.5372101072962265,-2.0975306846718307,-1.1200103352027624,0.8491507732232628,-0.5505490308078672,-0.34624101076783853,3,3,1,2,4,1,NA,Independent,NA,8,1994-11-06,2012-11-06,-5691,33.582477754962355,0,0.6088649085574109,0,1,0,0,0,0
4,3,32,4,4,6,0,11,White,99,2,0,0,NA,NA,NA,50,50,-1.3147717867624034,-0.4082399484297345,0.573083703561271,0.965379884379451,-0.7880848321077437,-0.5505490308078672,-0.34624101076783853,1,3,1,1,3,1,7,Independent,NA,23,1994-11-06,2012-11-06,-2297,24.290212183436,0,0.697697233270633,0,0,0,0,0,0
3,3,67,1,3,3,0,1,Black,3,1,1,NA,1,1,1,NA,NA,-1.3147717867624034,-0.4082399484297345,-0.7622234905552797,-0.07731522541165571,0.8491507732232628,0.9891219875531179,0.3880076081374755,4,4,1,4,5,2,7,Democrat,1,12,1994-11-06,2012-11-06,-15122,59.403148528405204,0,0.7193348249787925,1,0,0,0,0,0
4,3,NA,1,5,7,0,11,White,2,7,1,1,1,1,1,70,0,-0.5605616145111023,-0.4082399484297345,-0.7622234905552797,-0.07731522541165571,-0.7880848321077437,0.9891219875531179,1.1222562270427896,2,2,1,2,5,1,7,Democrat,1,10,1994-11-06,2012-11-06,NA,NA,NA,0.7428457071678825,0,0,0,0,0,0
3,1,80,1,4,6,1,10,White,99,7,1,1,1,1,1,100,0,0.1936485577401988,-0.4082399484297345,-0.7622234905552797,-0.07731522541165571,0.8491507732232628,0.9891219875531179,1.1222562270427896,3,2,2,4,5,1,NA,Democrat,1,4,1994-11-06,2012-11-06,-19848,72.34223134839151,0,0.8157549271781328,0,0,0,0,0,0
4,3,73,4,3,3,1,4,White,3,6,0,0,NA,NA,1,50,50,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,-0.7880848321077437,0.4758983147661229,1.1222562270427896,3,1,1,4,5,2,7,Independent,NA,19,1994-11-06,2012-11-06,-17368,65.55236139630391,0,0.9478668443091978,0,0,0,0,0,0
4,3,36,4,1,1,1,11,White,99,4,0,NA,NA,2,3,0,60,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,-0.7880848321077437,-0.5505490308078672,1.1222562270427896,1,1,1,2,3,1,NA,Independent,NA,23,1994-11-06,2012-11-06,-3940,28.788501026694046,0,0.9175075958537731,0,0,0,0,0,0
4,3,76,2,3,3,0,1,Asian,4,1,1,NA,1,1,1,85,60,-2.0689819590137044,-1.5372101072962265,-0.7622234905552797,-1.1200103352027624,0.3034055714462606,-0.5505490308078672,-0.34624101076783853,3,3,1,4,5,2,4,Democrat,1,23,1994-11-06,2012-11-06,-18215,67.87132101300479,0,0.5052702491894389,0,0,1,0,0,0
3,3,80,7,4,6,1,2,White,5,1,1,NA,2,2,3,30,85,-2.0689819590137044,0.7207302104367574,-0.7622234905552797,-0.07731522541165571,-0.7880848321077437,0.4758983147661229,0.3880076081374755,4,4,1,2,5,2,1,Republican,1,8,1994-11-06,2012-11-06,-19905,72.49828884325804,0,0.69417182747245,0,0,0,0,0,0
3,3,21,4,1,1,0,11,Black,99,4,0,NA,NA,NA,3,50,50,-2.0689819590137044,-3.7951504250292105,-4.768145072904932,-3.2054005547849758,-0.7880848321077437,-0.5505490308078672,-1.8147382485784667,3,4,1,3,3,1,2,Independent,NA,3,1994-11-06,2012-11-06,1578,13.681040383299111,1,0.08249240414622702,1,0,0,0,0,0
4,3,77,7,2,2,1,7,White,6,1,1,1,2,2,3,0,100,-2.0689819590137044,-0.4082399484297345,0.573083703561271,0.965379884379451,0.8491507732232628,-0.5505490308078672,-1.8147382485784667,1,2,1,3,1,2,7,Republican,1,13,1994-11-06,2012-11-06,-18774,69.40177960301163,0,0.6496776259765239,0,0,0,0,0,0
3,1,47,1,3,4,0,15,Hispanic,4,7,1,NA,1,1,1,100,50,0.9478587299914999,-1.5372101072962265,-0.7622234905552797,-1.1200103352027624,0.8491507732232628,0.9891219875531179,1.1222562270427896,3,2,1,3,5,2,7,Democrat,1,2,1994-11-06,2012-11-06,-7827,39.43052703627652,0,0.7559671700922863,0,1,0,0,0,0
4,3,29,6,5,7,0,13,Black,6,7,1,1,1,NA,3,15,70,0.9478587299914999,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.8491507732232628,-0.5505490308078672,0.3880076081374755,1,3,1,2,5,1,7,Republican,1,6,1994-11-06,2012-11-06,-1249,21.420944558521562,0,0.8971348033104568,1,0,0,0,0,0
4,3,42,4,3,3,1,12,White,5,7,0,0,NA,NA,3,50,60,-0.5605616145111023,-1.5372101072962265,0.573083703561271,-0.07731522541165571,0.3034055714462606,-0.5505490308078672,-0.34624101076783853,2,1,1,2,3,1,4,Independent,NA,26,1994-11-06,2012-11-06,-6038,34.53251197809719,0,0.6625451638268465,0,0,0,0,0,0
4,3,43,4,2,2,1,17,Native,4,7,0,NA,NA,NA,3,50,0,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,0.9891219875531179,1.1222562270427896,5,3,1,3,5,1,7,Independent,NA,26,1994-11-06,2012-11-06,-6220,35.030800821355236,0,1,0,0,0,1,0,0
4,3,45,5,4,6,0,11,Asian,99,7,0,NA,NA,NA,3,30,60,0.1936485577401988,-0.4082399484297345,-0.7622234905552797,-0.07731522541165571,0.3034055714462606,-0.5505490308078672,0.3880076081374755,2,4,1,3,4,2,1,Independent,NA,27,1994-11-06,2012-11-06,-7223,37.776865160848736,0,0.7333894855689465,0,0,1,0,0,0
4,3,NA,4,4,6,1,17,Hispanic,4,4,0,NA,NA,NA,1,10,10,0.9478587299914999,0.7207302104367574,-0.7622234905552797,0.965379884379451,-0.7880848321077437,-0.5505490308078672,0.3880076081374755,1,2,1,2,5,1,4,Independent,NA,28,1994-11-06,2012-11-06,NA,NA,NA,0.8404529321070541,0,1,0,0,0,0
3,3,49,1,4,6,0,19,White,5,7,1,1,1,1,1,100,50,0.1936485577401988,-0.4082399484297345,0.573083703561271,0.965379884379451,0.3034055714462606,-0.5505490308078672,1.1222562270427896,3,2,1,3,5,1,7,Democrat,1,12,1994-11-06,2012-11-06,-8365,40.903490759753595,0,0.8432617482170525,0,0,0,0,0,0
3,3,75,7,4,6,1,NA,White,-9,7,0,NA,NA,NA,3,0,100,-2.0689819590137044,0.7207302104367574,-0.7622234905552797,-1.1200103352027624,0.8491507732232628,-1.5769963763818573,-1.8147382485784667,1,2,2,3,3,2,1,Republican,1,11,1994-11-06,2012-11-06,-18137,67.65776865160849,0,0.5640630878082457,0,0,0,0,0,0
3,1,80,7,4,6,0,10,White,6,7,1,1,2,2,3,0,85,-0.5605616145111023,-1.5372101072962265,-0.7622234905552797,-1.1200103352027624,-2.4253204374387503,-1.5769963763818573,-1.0804896296731525,1,3,1,3,2,2,1,Republican,1,11,1994-11-06,2012-11-06,-19963,72.65708418891171,0,0.46072443361816606,0,0,0,0,0,0
4,3,39,1,5,7,0,15,Black,2,1,1,NA,1,1,NA,70,40,-0.5605616145111023,-1.5372101072962265,-0.7622234905552797,-0.07731522541165571,0.3034055714462606,-0.5505490308078672,-1.0804896296731525,3,4,2,4,5,1,7,Democrat,NA,7,1994-11-06,2012-11-06,-4961,31.583846680355922,0,0.5854905000801274,1,0,0,0,0,0
4,3,73,1,3,5,0,22,White,2,1,1,NA,1,1,1,85,0,0.9478587299914999,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.8491507732232628,0.4758983147661229,1.1222562270427896,4,3,1,4,5,1,6,Democrat,1,3,1994-11-06,2012-11-06,-17384,65.59616700889802,0,0.9520027768709008,0,0,0,0,0,0
3,3,26,5,2,2,0,22,Hispanic,6,1,0,1,NA,NA,3,0,70,-2.0689819590137044,-2.6661802661627183,0.573083703561271,-0.07731522541165571,-0.7880848321077437,-2.090220049168852,-1.8147382485784667,1,2,1,4,3,2,1,Independent,NA,15,1994-11-06,2012-11-06,-114,18.313483915126625,0,0.40851592946567,0,1,0,0,0,0
3,3,59,2,2,2,0,1,White,4,7,1,1,1,2,3,NA,50,-0.5605616145111023,-1.5372101072962265,-0.7622234905552797,-1.1200103352027624,-1.8795752356617481,-1.5769963763818573,-0.34624101076783853,2,3,1,4,3,1,1,Democrat,0,24,1994-11-06,2012-11-06,-12066,51.0362765229295,0,0.4975510025442153,0,0,0,0,0,0
4,3,25,NA,2,2,0,4,White,99,6,0,NA,NA,1,1,60,30,-0.5605616145111023,-1.5372101072962265,-2.0975306846718307,-1.1200103352027624,-0.7880848321077437,-0.5505490308078672,-0.34624101076783853,3,2,1,3,3,2,NA,NA,NA,21,1994-11-06,2012-11-06,380,16.960985626283367,1,0.5000000000000001,0,0,0,0,0,0
3,3,28,1,4,6,1,4,Black,99,1,1,1,1,NA,1,80,50,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,0.4758983147661229,1.1222562270427896,1,2,1,2,4,2,7,Democrat,1,20,1994-11-06,2012-11-06,-686,19.87953456536619,0,0.9848203757722876,1,0,0,0,0,0
4,3,22,4,4,6,1,17,White,4,7,0,NA,NA,NA,3,20,20,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,-1.333830033884746,0.9891219875531179,1.1222562270427896,1,1,1,2,3,1,1,Independent,NA,25,1994-11-06,2012-11-06,1235,14.620123203285422,1,0.9507286247158803,0,0,0,0,0,0
3,3,40,4,2,2,1,1,Hispanic,99,4,0,NA,NA,NA,1,50,50,0.1936485577401988,-1.5372101072962265,0.573083703561271,0.965379884379451,-2.4253204374387503,0.9891219875531179,-0.34624101076783853,3,3,2,4,5,2,7,Independent,NA,27,1994-11-06,2012-11-06,-5276,32.446269678302535,0,0.7152681048533811,0,1,0,0,0,0
3,1,47,1,3,3,0,20,White,2,5,1,1,1,1,1,75,10,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,0.9891219875531179,1.1222562270427896,3,2,1,2,5,2,7,Democrat,1,28,1994-11-06,2012-11-06,-7893,39.611225188227245,0,1,0,0,0,0,0,0
4,3,56,1,5,7,0,20,White,2,1,1,1,1,1,1,85,40,0.9478587299914999,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.8491507732232628,0.9891219875531179,0.3880076081374755,4,3,1,3,5,1,7,Democrat,1,4,1994-11-06,2012-11-06,-11204,48.67624914442163,0,0.942673675993594,0,0,0,0,0,0
4,3,32,7,5,8,1,21,White,6,3,1,NA,2,2,3,0,70,0.1936485577401988,0.7207302104367574,0.573083703561271,0.965379884379451,0.3034055714462606,-1.063772703594862,-0.34624101076783853,1,4,2,3,3,1,2,Republican,1,20,1994-11-06,2012-11-06,-2177,23.96167008898015,0,0.8419905205109216,0,0,0,0,0,0
3,3,78,1,2,2,0,1,Black,6,1,1,1,1,1,1,100,0,0.1936485577401988,-0.4082399484297345,-0.7622234905552797,-0.07731522541165571,-1.8795752356617481,-2.090220049168852,0.3880076081374755,4,2,1,2,4,1,7,Democrat,1,18,1994-11-06,2012-11-06,-19254,70.71594798083504,0,0.6385792376016897,1,0,0,0,0,0
3,3,72,2,5,8,1,22,White,1,2,1,NA,1,1,NA,50,0,0.9478587299914999,0.7207302104367574,0.573083703561271,-3.2054005547849758,0.8491507732232628,0.9891219875531179,1.1222562270427896,4,2,1,2,5,NA,7,Democrat,NA,25,1994-11-06,2012-11-06,-16782,63.94798083504449,0,0.8687296043944526,0,0,0,0,0,0
4,3,34,2,5,7,0,20,White,3,2,1,NA,1,1,1,70,35,0.1936485577401988,0.7207302104367574,0.573083703561271,0.965379884379451,-2.4253204374387503,0.4758983147661229,-0.34624101076783853,4,3,1,3,5,1,NA,Democrat,1,4,1994-11-06,2012-11-06,-2985,26.17385352498289,0,0.8259401740889089,0,0,0,0,0,0
4,3,70,5,3,3,1,11,White,5,1,1,1,2,2,3,NA,NA,-2.0689819590137044,-0.4082399484297345,0.573083703561271,0.965379884379451,-0.7880848321077437,-2.090220049168852,-1.8147382485784667,2,4,2,4,5,1,1,Independent,NA,24,1994-11-06,2012-11-06,-16298,62.62286105407255,0,0.567185221830297,0,0,0,0,0,0
3,3,26,4,2,2,1,7,White,4,7,1,0,1,NA,3,30,30,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,-0.7880848321077437,0.9891219875531179,1.1222562270427896,1,1,1,1,5,1,7,Independent,NA,24,1994-11-06,2012-11-06,-196,18.537987679671456,0,0.9630464685369102,0,0,0,0,0,0
4,3,27,1,4,6,1,6,Hispanic,2,4,0,NA,NA,NA,3,85,25,-2.0689819590137044,-2.6661802661627183,-4.768145072904932,-2.162705444993869,0.3034055714462606,-1.5769963763818573,-1.8147382485784667,2,3,1,2,3,2,7,Democrat,0,23,1994-11-06,2012-11-06,-532,19.457905544147845,0,0.1725122889658691,0,1,0,0,0,0
4,3,74,7,2,2,1,22,White,6,1,1,1,2,2,3,0,100,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,-0.5505490308078672,0.3880076081374755,2,3,1,3,1,1,1,Republican,1,15,1994-11-06,2012-11-06,-17584,66.14373716632444,0,0.9299524022118437,0,0,0,0,0,0
3,3,64,7,3,3,0,8,White,5,7,1,NA,2,2,3,0,85,-0.5605616145111023,0.7207302104367574,0.573083703561271,-0.07731522541165571,-2.4253204374387503,-2.090220049168852,0.3880076081374755,3,3,1,4,4,1,7,Republican,1,3,1994-11-06,2012-11-06,-13943,56.17522245037645,0,0.7057774906068192,0,0,0,0,0,0
4,3,80,7,2,2,1,9,White,6,7,1,NA,2,2,3,30,85,0.1936485577401988,-0.4082399484297345,-0.7622234905552797,-0.07731522541165571,-0.7880848321077437,-0.5505490308078672,-1.8147382485784667,2,4,2,4,4,1,2,Republican,1,19,1994-11-06,2012-11-06,-19863,72.3832991101985,0,0.6352276226118289,0,0,0,0,0,0
4,3,58,5,5,7,1,21,White,5,4,1,NA,1,2,3,10,80,-0.5605616145111023,0.7207302104367574,0.573083703561271,-1.1200103352027624,-0.7880848321077437,-0.03732535802087215,-1.0804896296731525,2,2,1,2,4,2,3,Independent,NA,21,1994-11-06,2012-11-06,-11673,49.960301163586585,0,0.721614469869333,0,0,0,0,0,0
