panel_data,pre_or_post,age,party,education_summary,education,sex,income,race,lib_or_con,duty_or_choice,voted2012,voted2016,voted_for_2012,voted_for_2016,expectations_2020,feeling_dems,feeling_reps,free_press,checks_and_balances,rule_of_law,agree_on_facts,unitary_executive,journalist_access,media_undermined_concern,media_trust,govt_trust,govt_capture,govt_corruption,foreign_help,govt_principled,urban_unrest,party_summary,expect_inparty_win,day_of_birth,date_cutoff,date_2012_election,days_from_cutoff,age_2012_election,treatment,liberal_index,race_Black,race_Hispanic,race_Asian,race_Native,race_Other,race_NA
5,3,34,5,5,7,0,1,White,4,7,1,NA,1,1,1,40,50,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.3034055714462606,0.4758983147661229,1.1222562270427896,2,3,1,3,5,1,3,Independent,NA,11,1994-11-06,2012-11-06,-3040,26.324435318275153,0,0.9725025319512577,0,0,0,0,0,0
5,3,72,1,NA,NA,0,21,White,3,1,1,1,1,1,1,70,40,0.1936485577401988,0.7207302104367574,-0.7622234905552797,-0.07731522541165571,0.8491507732232628,0.4758983147661229,1.1222562270427896,4,3,1,4,5,1,4,Democrat,1,17,1994-11-06,2012-11-06,-17095,64.80492813141684,0,0.8635011496820406,0,0,0,0,0,0
5,3,68,NA,3,5,0,4,White,1,4,1,NA,1,NA,1,85,0,-2.0689819590137044,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.8491507732232628,-0.5505490308078672,1.1222562270427896,1,2,1,2,5,2,7,NA,NA,5,1994-11-06,2012-11-06,-15433,60.25462012320329,0,0.7778207742268343,0,0,0,0,0,0
5,3,55,6,2,2,1,20,White,6,6,0,1,NA,2,3,15,70,0.9478587299914999,0.7207302104367574,0.573083703561271,-1.1200103352027624,0.3034055714462606,0.4758983147661229,-1.8147382485784667,1,4,1,2,5,1,4,Republican,1,14,1994-11-06,2012-11-06,-10768,47.48254620123203,0,0.808832433728407,0,0,0,0,0,0
5,3,35,2,5,7,1,11,Asian,3,4,0,0,NA,NA,1,70,0,0.1936485577401988,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,-1.063772703594862,1.1222562270427896,5,2,1,3,5,1,4,Democrat,1,1,1994-11-06,2012-11-06,-3323,27.09924709103354,0,0.9033258145419901,0,0,1,0,0,0
5,3,60,5,1,1,1,9,White,5,1,1,1,1,2,3,30,60,-1.3147717867624034,-2.6661802661627183,-2.0975306846718307,-0.07731522541165571,-0.7880848321077437,-0.5505490308078672,-1.0804896296731525,2,4,1,2,2,1,4,Independent,NA,3,1994-11-06,2012-11-06,-12574,52.427104722792606,0,0.40942733851758706,0,0,0,0,0,0
5,3,64,1,2,2,1,1,White,5,4,1,1,1,1,1,50,15,0.1936485577401988,-0.4082399484297345,0.573083703561271,-1.1200103352027624,-0.7880848321077437,-0.5505490308078672,-0.34624101076783853,3,3,2,4,4,2,NA,Democrat,1,10,1994-11-06,2012-11-06,-14149,56.73921971252567,0,0.7039734125621803,0,0,0,0,0,0
5,1,21,4,2,2,0,6,White,99,6,0,NA,NA,NA,3,50,50,0.1936485577401988,-1.5372101072962265,-2.0975306846718307,-1.1200103352027624,-0.7880848321077437,-0.5505490308078672,-1.8147382485784667,1,2,1,2,2,2,NA,Independent,NA,7,1994-11-06,2012-11-06,1735,13.25119780971937,1,0.48693823833712196,0,0,0,0,0,0
5,3,46,1,4,6,0,21,White,3,1,1,1,1,1,1,75,0,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,0.4758983147661229,0.3880076081374755,3,3,1,4,5,1,4,Democrat,1,7,1994-11-06,2012-11-06,-7304,37.998631074606436,0,0.9603116506672683,0,0,0,0,0,0
5,3,25,4,5,7,1,11,White,4,3,0,0,NA,NA,NA,40,30,-1.3147717867624034,-1.5372101072962265,-0.7622234905552797,0.965379884379451,-0.7880848321077437,0.9891219875531179,-1.0804896296731525,1,2,1,4,4,1,4,Independent,NA,19,1994-11-06,2012-11-06,133,17.637234770704996,1,0.603255595475431,0,0,0,0,0,0
5,1,75,2,2,2,0,NA,Native,99,2,1,NA,2,NA,1,60,40,0.1936485577401988,-0.4082399484297345,0.573083703561271,0.965379884379451,0.8491507732232628,-0.5505490308078672,0.3880076081374755,2,3,1,3,4,2,2,Democrat,1,11,1994-11-06,2012-11-06,-18076,67.49075975359342,0,0.8310708669330631,0,0,0,1,0,0
5,3,50,1,3,5,0,1,Black,99,1,1,1,1,1,1,70,50,0.1936485577401988,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,-0.5505490308078672,-0.34624101076783853,3,4,1,5,5,2,NA,Democrat,1,9,1994-11-06,2012-11-06,-9008,42.66392881587954,0,0.8694879885596639,1,0,0,0,0,0
5,3,41,4,1,1,1,3,White,4,6,0,0,NA,NA,3,30,50,-1.3147717867624034,-2.6661802661627183,-2.0975306846718307,-2.162705444993869,-0.7880848321077437,-0.5505490308078672,-1.0804896296731525,2,1,1,2,3,2,NA,Independent,NA,15,1994-11-06,2012-11-06,-5623,33.39630390143737,0,0.3437921407148134,0,0,0,0,0,0
5,3,33,1,4,6,0,15,White,1,1,1,NA,1,1,1,70,40,0.9478587299914999,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.8491507732232628,0.9891219875531179,0.3880076081374755,3,2,1,3,5,2,7,Democrat,1,18,1994-11-06,2012-11-06,-2515,24.8870636550308,0,0.942673675993594,0,0,0,0,0,0
5,3,70,1,4,6,0,10,Black,99,7,1,NA,1,1,1,85,30,-0.5605616145111023,-1.5372101072962265,-2.0975306846718307,-1.1200103352027624,-0.7880848321077437,-0.5505490308078672,-0.34624101076783853,5,4,1,2,3,2,7,Democrat,1,4,1994-11-06,2012-11-06,-16043,61.92470910335387,0,0.5000000000000001,1,0,0,0,0,0
5,3,36,7,3,3,1,20,Hispanic,6,1,0,1,NA,2,3,0,75,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.3034055714462606,0.9891219875531179,0.3880076081374755,1,2,1,2,4,1,2,Republican,1,15,1994-11-06,2012-11-06,-3827,28.479123887748116,0,0.9631734310739508,0,1,0,0,0,0
5,3,20,1,3,3,1,20,White,2,1,0,0,NA,NA,1,70,0,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,0.4758983147661229,1.1222562270427896,4,4,2,3,5,1,6,Democrat,1,17,1994-11-06,2012-11-06,1898,12.804928131416839,1,0.9848203757722876,0,0,0,0,0,0
5,3,53,6,3,3,0,10,White,4,6,0,0,NA,NA,3,0,85,-1.3147717867624034,-0.4082399484297345,-0.7622234905552797,-0.07731522541165571,-0.7880848321077437,0.4758983147661229,1.1222562270427896,2,2,1,3,2,2,2,Republican,1,26,1994-11-06,2012-11-06,-10115,45.69472963723477,0,0.6917103943930096,0,0,0,0,0,0
5,3,33,NA,5,7,0,20,White,2,5,0,NA,NA,1,1,65,25,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.3034055714462606,-0.03732535802087215,-0.34624101076783853,2,3,1,4,4,1,7,NA,NA,15,1994-11-06,2012-11-06,-2852,25.809719370294317,0,0.9083054575135069,0,0,0,0,0,0
5,3,24,6,4,6,1,4,White,6,2,0,1,NA,2,3,30,40,0.1936485577401988,0.7207302104367574,-0.7622234905552797,-1.1200103352027624,0.3034055714462606,0.4758983147661229,-0.34624101076783853,2,2,1,2,3,1,4,Republican,1,26,1994-11-06,2012-11-06,659,16.197125256673512,1,0.7693482567495852,0,0,0,0,0,0
5,3,49,5,2,2,0,22,White,4,6,1,NA,1,2,3,50,50,-0.5605616145111023,-1.5372101072962265,0.573083703561271,0.965379884379451,-2.4253204374387503,-1.5769963763818573,-0.34624101076783853,2,3,2,4,3,1,1,Independent,NA,14,1994-11-06,2012-11-06,-8666,41.72758384668035,0,0.6034142951676589,0,0,0,0,0,0
5,3,41,2,2,2,0,6,Black,99,4,1,NA,1,NA,1,15,0,-0.5605616145111023,-0.4082399484297345,-0.7622234905552797,-0.07731522541165571,0.8491507732232628,0.9891219875531179,-0.34624101076783853,5,3,1,3,4,2,5,Democrat,1,21,1994-11-06,2012-11-06,-5737,33.70841889117043,0,0.7307817884209337,1,0,0,0,0,0
5,3,71,7,4,6,1,17,White,6,7,1,1,2,2,3,0,85,-2.0689819590137044,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.3034055714462606,0.4758983147661229,-0.34624101076783853,1,2,1,3,5,1,2,Republican,1,15,1994-11-06,2012-11-06,-16700,63.723477070499655,0,0.7468447286511904,0,0,0,0,0,0
5,3,80,7,3,3,1,4,White,7,1,1,1,2,2,3,10,75,-0.5605616145111023,-0.4082399484297345,-0.7622234905552797,-0.07731522541165571,0.3034055714462606,-0.5505490308078672,-1.8147382485784667,2,2,1,3,3,2,3,Republican,1,20,1994-11-06,2012-11-06,-19923,72.54757015742642,0,0.6239076217067282,0,0,0,0,0,0
5,3,26,2,3,5,0,8,White,2,6,0,0,NA,NA,3,85,30,-0.5605616145111023,-0.4082399484297345,0.573083703561271,-1.1200103352027624,0.3034055714462606,-0.5505490308078672,0.3880076081374755,2,2,1,2,3,1,7,Democrat,0,17,1994-11-06,2012-11-06,-203,18.55715263518138,0,0.7171621367620991,0,0,0,0,0,0
5,3,80,1,4,6,1,16,White,2,1,1,1,1,1,1,70,30,0.9478587299914999,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.8491507732232628,0.9891219875531179,0.3880076081374755,4,2,1,4,5,1,6,Democrat,1,23,1994-11-06,2012-11-06,-19951,72.62422997946612,0,0.942673675993594,0,0,0,0,0,0
5,1,40,4,4,6,0,1,Native,99,4,0,NA,NA,NA,NA,50,50,0.1936485577401988,-0.4082399484297345,-2.0975306846718307,0.965379884379451,0.3034055714462606,0.4758983147661229,0.3880076081374755,3,4,2,5,5,2,1,Independent,NA,15,1994-11-06,2012-11-06,-5104,31.975359342915812,0,0.7440203942840582,0,0,0,1,0,0
5,1,80,4,3,3,1,7,White,4,3,1,1,1,2,1,60,60,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,0.9891219875531179,0.3880076081374755,3,3,1,4,5,1,2,Independent,NA,8,1994-11-06,2012-11-06,-19844,72.33127994524298,0,0.9754912748949807,0,0,0,0,0,0
5,1,49,NA,4,6,1,3,White,5,7,0,NA,NA,NA,1,50,60,0.1936485577401988,-0.4082399484297345,0.573083703561271,-0.07731522541165571,0.8491507732232628,0.9891219875531179,-0.34624101076783853,4,2,1,4,5,1,4,NA,NA,13,1994-11-06,2012-11-06,-8639,41.65366187542779,0,0.8192834156097941,0,0,0,0,0,0
5,3,36,6,4,6,1,NA,Asian,4,2,0,0,NA,NA,3,70,70,-0.5605616145111023,-1.5372101072962265,-0.7622234905552797,-0.07731522541165571,0.3034055714462606,0.4758983147661229,-0.34624101076783853,3,4,2,4,2,2,NA,Republican,1,22,1994-11-06,2012-11-06,-3728,28.20807665982204,0,0.6403584736405713,0,0,1,0,0,0
5,3,57,1,3,4,1,13,White,2,1,1,NA,1,1,1,100,0,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,0.9891219875531179,1.1222562270427896,5,3,1,3,5,1,7,Democrat,1,27,1994-11-06,2012-11-06,-11333,49.02943189596167,0,1,0,0,0,0,0,0
5,3,29,4,3,3,0,1,Hispanic,6,5,0,0,NA,NA,3,100,100,-0.5605616145111023,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,-2.090220049168852,-0.34624101076783853,2,2,1,4,5,1,3,Independent,NA,27,1994-11-06,2012-11-06,-1348,21.691991786447637,0,0.7879934273293664,0,1,0,0,0,0
5,1,34,4,3,3,0,10,Hispanic,4,5,0,0,NA,NA,1,60,40,-0.5605616145111023,-0.4082399484297345,-0.7622234905552797,-0.07731522541165571,0.3034055714462606,-0.5505490308078672,-0.34624101076783853,2,2,1,4,3,2,7,Independent,NA,28,1994-11-06,2012-11-06,-3053,26.360027378507873,0,0.6729250719167668,0,1,0,0,0,0
5,3,63,6,5,7,0,11,White,5,1,1,NA,2,2,3,1,3,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,0.9891219875531179,-0.34624101076783853,4,1,1,3,5,1,7,Republican,1,6,1994-11-06,2012-11-06,-13759,55.671457905544145,0,0.9509825497899614,0,0,0,0,0,0
5,3,18,1,2,2,1,8,Hispanic,99,7,0,NA,NA,NA,1,100,0,-0.5605616145111023,-1.5372101072962265,0.573083703561271,NA,0.8491507732232628,-0.5505490308078672,NA,1,4,1,3,5,2,7,Democrat,1,11,1994-11-06,2012-11-06,2743,10.491444216290212,1,NA,0,1,0,0,0,0
5,1,41,5,3,3,1,16,White,5,6,0,1,NA,1,3,15,30,-0.5605616145111023,-2.6661802661627183,-0.7622234905552797,-0.07731522541165571,0.3034055714462606,-0.5505490308078672,-0.34624101076783853,2,2,1,2,3,2,2,Independent,NA,5,1994-11-06,2012-11-06,-5664,33.50855578370979,0,0.5470733784535265,0,0,0,0,0,0
5,3,NA,7,4,6,1,1,NA,7,1,1,NA,2,2,3,0,60,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.3034055714462606,-1.5769963763818573,-1.8147382485784667,2,2,1,3,3,2,1,Republican,1,26,1994-11-06,2012-11-06,NA,NA,NA,0.8137491346203312,NA,NA,NA,NA,NA,1
5,3,30,7,3,4,0,11,White,6,2,1,1,1,2,3,0,70,0.9478587299914999,-1.5372101072962265,-0.7622234905552797,-0.07731522541165571,-2.4253204374387503,-2.090220049168852,-1.0804896296731525,1,3,1,2,2,1,2,Republican,1,11,1994-11-06,2012-11-06,-1729,22.73511293634497,0,0.5502737853861616,0,0,0,0,0,0
5,3,36,7,3,5,0,14,White,6,1,1,NA,2,NA,3,0,30,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,0.4758983147661229,-1.0804896296731525,1,4,2,4,5,1,3,Republican,1,15,1994-11-06,2012-11-06,-3735,28.227241615331966,0,0.9112942004572299,0,0,0,0,0,0
5,3,NA,6,5,8,1,NA,White,6,1,1,1,2,2,3,2,70,0.9478587299914999,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.8491507732232628,0.9891219875531179,-0.34624101076783853,1,2,1,3,NA,1,2,Republican,1,25,1994-11-06,2012-11-06,NA,NA,NA,0.9181649508885746,0,0,0,0,0,0
5,1,28,2,4,6,NA,NA,NA,3,6,1,0,1,NA,3,70,50,-0.5605616145111023,-1.5372101072962265,-2.0975306846718307,-1.1200103352027624,-0.7880848321077437,-0.5505490308078672,-0.34624101076783853,3,3,1,2,3,1,7,Democrat,0,18,1994-11-06,2012-11-06,-932,20.553045859000683,0,0.5000000000000001,NA,NA,NA,NA,NA,1
5,3,54,4,3,3,1,1,Black,99,7,0,NA,NA,NA,1,60,40,0.9478587299914999,-2.6661802661627183,0.573083703561271,-0.07731522541165571,-0.7880848321077437,-0.5505490308078672,-0.34624101076783853,1,1,1,2,5,2,7,Independent,NA,23,1994-11-06,2012-11-06,-10424,46.54072553045859,0,0.6468950065474874,1,0,0,0,0,0
5,3,37,7,4,6,0,4,Hispanic,6,1,1,NA,2,2,3,0,70,-0.5605616145111023,-0.4082399484297345,-0.7622234905552797,0.965379884379451,-0.7880848321077437,-2.090220049168852,-1.8147382485784667,1,3,1,4,5,1,1,Republican,1,24,1994-11-06,2012-11-06,-4273,29.700205338809035,0,0.5865506602829181,0,1,0,0,0,0
5,3,78,7,2,2,0,2,White,4,6,1,NA,1,1,NA,60,70,-0.5605616145111023,-0.4082399484297345,-3.4328378787883813,0.965379884379451,-0.24233963033074155,-0.03732535802087215,0.3880076081374755,2,2,1,NA,2,NA,1,Republican,NA,26,1994-11-06,2012-11-06,-19004,70.03148528405202,0,0.6280212990464555,0,0,0,0,0,0
5,3,38,7,4,6,0,21,Other,6,5,1,NA,2,2,3,15,85,-0.5605616145111023,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,0.4758983147661229,-1.0804896296731525,1,2,1,2,1,1,2,Republican,1,27,1994-11-06,2012-11-06,-4423,30.11088295687885,0,0.8393828233629088,0,0,0,0,1,0
5,3,28,NA,3,3,0,5,Other,3,1,0,1,NA,1,NA,50,50,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,-0.7880848321077437,0.9891219875531179,1.1222562270427896,1,3,1,2,5,1,7,NA,NA,28,1994-11-06,2012-11-06,-953,20.61054072553046,0,0.9630464685369102,0,0,0,0,1,0
5,3,41,1,3,3,0,17,Asian,3,1,1,1,1,1,1,70,0,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,0.9891219875531179,1.1222562270427896,4,4,2,4,5,1,5,Democrat,1,6,1994-11-06,2012-11-06,-5724,33.672826830937716,0,1,0,0,1,0,0,0
5,3,57,7,3,4,1,5,White,4,7,1,NA,1,2,3,30,85,0.1936485577401988,-0.4082399484297345,-0.7622234905552797,-1.1200103352027624,-0.7880848321077437,-0.5505490308078672,-1.0804896296731525,3,3,2,4,2,2,NA,Republican,1,24,1994-11-06,2012-11-06,-11336,49.03764544832307,0,0.6269187488154612,0,0,0,0,0,0
5,3,NA,5,5,7,1,19,White,5,6,0,0,NA,NA,1,40,60,-0.5605616145111023,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.3034055714462606,0.4758983147661229,-0.34624101076783853,2,3,1,4,5,1,4,Independent,NA,9,1994-11-06,2012-11-06,NA,NA,NA,0.8187561057455114,0,0,0,0,0,0
5,3,36,5,1,1,0,15,White,99,2,0,NA,NA,2,3,0,70,-0.5605616145111023,0.7207302104367574,0.573083703561271,-0.07731522541165571,-0.7880848321077437,-0.5505490308078672,-0.34624101076783853,2,4,2,4,4,2,4,Independent,NA,19,1994-11-06,2012-11-06,-3762,28.301163586584533,0,0.7637611696480268,0,0,0,0,0,0
5,3,76,1,1,1,1,1,Black,99,1,1,1,1,1,1,85,0,0.1936485577401988,0.7207302104367574,0.573083703561271,-1.1200103352027624,0.8491507732232628,0.9891219875531179,1.1222562270427896,3,3,1,3,5,1,5,Democrat,1,4,1994-11-06,2012-11-06,-18448,68.50924024640658,0,0.8984091136500659,1,0,0,0,0,0
5,3,33,4,4,6,1,10,Asian,99,4,0,0,NA,NA,NA,50,50,-1.3147717867624034,-2.6661802661627183,0.573083703561271,-1.1200103352027624,-0.7880848321077437,-0.5505490308078672,-1.8147382485784667,1,1,1,2,5,2,NA,Independent,NA,18,1994-11-06,2012-11-06,-2849,25.801505817932924,0,0.45719289179458056,0,0,1,0,0,0
5,3,51,5,5,7,1,12,White,5,7,0,0,NA,NA,3,15,60,0.9478587299914999,0.7207302104367574,0.573083703561271,-1.1200103352027624,0.8491507732232628,0.9891219875531179,1.1222562270427896,1,2,1,3,5,2,2,Independent,NA,18,1994-11-06,2012-11-06,-9150,43.05270362765229,0,0.9343648021972263,0,0,0,0,0,0
5,3,59,2,4,6,1,20,Black,3,1,1,1,1,1,1,70,0,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,0.9891219875531179,-1.0804896296731525,3,4,1,4,5,1,4,Democrat,1,17,1994-11-06,2012-11-06,-12134,51.22245037645448,0,0.9264738246849421,1,0,0,0,0,0
5,3,69,1,4,6,0,10,White,2,2,1,NA,1,1,1,85,15,0.9478587299914999,0.7207302104367574,-0.7622234905552797,-0.07731522541165571,0.8491507732232628,0.4758983147661229,1.1222562270427896,4,2,1,2,5,1,6,Democrat,1,22,1994-11-06,2012-11-06,-15813,61.295003422313485,0,0.899456838229201,0,0,0,0,0,0
5,3,64,1,4,6,0,21,White,2,4,1,1,1,1,1,60,0,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,0.9891219875531179,0.3880076081374755,2,4,1,2,5,2,7,Democrat,1,13,1994-11-06,2012-11-06,-14056,56.48459958932238,0,0.9754912748949807,0,0,0,0,0,0
5,3,67,1,3,3,0,1,Black,99,7,1,NA,1,1,1,100,60,NA,-2.6661802661627183,0.573083703561271,-1.1200103352027624,-1.8795752356617481,-1.5769963763818573,1.1222562270427896,3,2,1,4,1,2,3,Democrat,1,12,1994-11-06,2012-11-06,-14939,58.902121834360024,0,NA,1,0,0,0,0,0
5,3,77,7,2,2,1,NA,White,6,2,1,NA,2,2,3,15,85,0.9478587299914999,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.3034055714462606,-1.5769963763818573,-1.8147382485784667,1,3,1,2,1,1,3,Republican,1,4,1994-11-06,2012-11-06,-18661,69.09240246406571,0,0.7809315357189444,0,0,0,0,0,0
5,3,34,4,2,2,0,10,White,5,7,1,1,2,NA,3,0,50,0.1936485577401988,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.8491507732232628,0.9891219875531179,1.1222562270427896,1,1,1,2,3,1,2,Independent,NA,3,1994-11-06,2012-11-06,-2986,26.17659137577002,0,0.9312267125514527,0,0,0,0,0,0
5,3,57,NA,4,6,0,10,White,99,1,1,NA,1,NA,1,75,0,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,0.9891219875531179,1.1222562270427896,3,2,1,3,5,2,7,NA,NA,2,1994-11-06,2012-11-06,-11511,49.516769336071185,0,1,0,0,0,0,0,0
5,3,72,1,3,3,0,11,White,3,2,1,1,1,1,1,60,30,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,0.9891219875531179,1.1222562270427896,3,2,1,2,5,1,7,Democrat,1,9,1994-11-06,2012-11-06,-17072,64.7419575633128,0,1,0,0,0,0,0,0
5,3,42,4,1,1,1,1,White,4,6,0,0,NA,NA,3,50,50,-2.0689819590137044,-0.4082399484297345,-4.768145072904932,-3.2054005547849758,-2.4253204374387503,-0.5505490308078672,-1.8147382485784667,4,1,1,3,3,2,5,Independent,NA,22,1994-11-06,2012-11-06,-5828,33.95756331279945,0,0.23431641287799743,0,0,0,0,0,0
5,1,26,5,4,6,0,1,White,4,6,0,NA,NA,NA,1,50,50,-0.5605616145111023,0.7207302104367574,0.573083703561271,-0.07731522541165571,-0.7880848321077437,0.4758983147661229,-0.34624101076783853,1,3,1,2,2,1,7,Independent,NA,22,1994-11-06,2012-11-06,-198,18.543463381245722,0,0.7941204181034516,0,0,0,0,0,0
5,3,69,7,3,3,1,4,White,99,1,1,NA,2,2,3,40,85,-1.3147717867624034,-1.5372101072962265,-0.7622234905552797,-0.07731522541165571,-0.7880848321077437,-2.090220049168852,-1.8147382485784667,2,3,1,2,2,1,3,Republican,1,15,1994-11-06,2012-11-06,-15697,60.97741273100616,0,0.4548515261027507,0,0,0,0,0,0
5,3,46,6,3,3,0,10,Hispanic,4,7,0,NA,NA,NA,1,70,50,0.9478587299914999,0.7207302104367574,0.573083703561271,-1.1200103352027624,0.3034055714462606,-0.5505490308078672,1.1222562270427896,2,4,2,4,5,2,7,Republican,0,17,1994-11-06,2012-11-06,-7386,38.223134839151264,0,0.8765080856930593,0,1,0,0,0,0
5,3,36,1,4,6,1,22,White,2,1,0,NA,NA,NA,1,60,0,0.1936485577401988,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,0.9891219875531179,1.1222562270427896,3,2,1,3,5,1,NA,Democrat,1,1,1994-11-06,2012-11-06,-3780,28.35044490075291,0,0.9640443114528394,0,0,0,0,0,0
5,3,69,2,5,7,1,13,White,2,3,1,1,1,1,1,75,30,0.9478587299914999,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.8491507732232628,0.9891219875531179,1.1222562270427896,4,3,1,4,5,1,5,Democrat,1,8,1994-11-06,2012-11-06,-15918,61.582477754962355,0,0.9671824010986132,0,0,0,0,0,0
5,3,50,4,5,7,1,17,Hispanic,4,7,0,NA,NA,1,1,85,0,0.9478587299914999,0.7207302104367574,0.573083703561271,-1.1200103352027624,0.8491507732232628,0.9891219875531179,0.3880076081374755,3,3,1,2,5,1,7,Independent,NA,5,1994-11-06,2012-11-06,-8859,42.25598904859685,0,0.909856077092207,0,1,0,0,0,0
5,3,49,1,5,8,0,21,White,3,1,1,NA,1,1,1,80,30,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,-0.5505490308078672,-0.34624101076783853,1,4,2,4,5,1,6,Democrat,1,9,1994-11-06,2012-11-06,-8429,41.07871321013005,0,0.9054436771068245,0,0,0,0,0,0
5,3,50,7,3,3,1,5,White,7,6,1,NA,2,2,3,0,70,0.1936485577401988,-0.4082399484297345,-0.7622234905552797,-0.07731522541165571,-2.4253204374387503,-2.090220049168852,0.3880076081374755,1,1,1,3,3,2,1,Republican,1,18,1994-11-06,2012-11-06,-8907,42.38740588637919,0,0.6262613937806597,0,0,0,0,0,0
5,3,46,7,4,6,0,18,White,5,7,1,NA,2,2,3,0,85,-0.5605616145111023,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.3034055714462606,-1.5769963763818573,-1.0804896296731525,2,3,2,3,3,1,5,Republican,1,11,1994-11-06,2012-11-06,-7514,38.573579739904176,0,0.7335288837296426,0,0,0,0,0,0
5,1,24,2,3,4,0,8,White,2,2,0,0,NA,NA,1,85,0,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.8491507732232628,0.4758983147661229,1.1222562270427896,1,2,1,2,5,2,7,Democrat,1,27,1994-11-06,2012-11-06,782,15.860369609856264,1,0.9848203757722876,0,0,0,0,0,0
5,3,71,1,3,5,0,1,Black,4,1,1,1,1,1,1,85,70,0.9478587299914999,-0.4082399484297345,0.573083703561271,0.965379884379451,0.8491507732232628,-0.5505490308078672,0.3880076081374755,4,4,1,4,5,1,7,Democrat,1,17,1994-11-06,2012-11-06,-16609,63.474332648870636,0,0.8670265554802236,1,0,0,0,0,0
5,3,76,2,3,4,1,11,White,99,6,1,NA,2,1,1,70,30,0.9478587299914999,0.7207302104367574,0.573083703561271,-0.07731522541165571,0.3034055714462606,0.9891219875531179,0.3880076081374755,2,2,1,2,5,2,7,Democrat,1,5,1994-11-06,2012-11-06,-18355,68.25462012320328,0,0.930355832172564,0,0,0,0,0,0
5,3,25,NA,3,3,1,8,White,1,4,0,1,NA,1,1,65,0,0.9478587299914999,0.7207302104367574,0.573083703561271,0.965379884379451,0.3034055714462606,0.9891219875531179,1.1222562270427896,5,2,1,2,5,1,7,NA,NA,2,1994-11-06,2012-11-06,88,17.760438056125942,1,0.98768215617897,0,0,0,0,0,0
5,3,28,4,3,3,0,2,White,4,2,0,0,NA,NA,1,50,50,-1.3147717867624034,-1.5372101072962265,0.573083703561271,-1.1200103352027624,-0.7880848321077437,-0.5505490308078672,0.3880076081374755,2,2,1,2,3,1,7,Independent,NA,22,1994-11-06,2012-11-06,-988,20.706365503080082,0,0.5936449138412585,0,0,0,0,0,0
5,3,37,NA,1,1,0,5,White,1,2,0,0,NA,NA,3,50,50,0.1936485577401988,-1.5372101072962265,-0.7622234905552797,-3.2054005547849758,-1.333830033884746,-0.5505490308078672,-1.8147382485784667,2,1,1,2,3,1,1,NA,NA,24,1994-11-06,2012-11-06,-4245,29.623545516769337,0,0.4615311353550182,0,0,0,0,0,0
5,3,70,1,4,6,0,5,Black,99,1,1,NA,1,1,1,60,50,-2.0689819590137044,-0.4082399484297345,-0.7622234905552797,-0.07731522541165571,0.8491507732232628,-0.5505490308078672,0.3880076081374755,3,3,1,3,5,2,6,Democrat,1,2,1994-11-06,2012-11-06,-16167,62.26420260095825,0,0.637840263748495,1,0,0,0,0,0
