"Estimate_Conventional","SE_Conventional","PValue_Conventional","Estimate_BiasCorrected","SE_BiasCorrected","PValue_BiasCorrected","Estimate_BC_RobustSE","SE_BC_RobustSE","PValue_BC_RobustSE","N_within_bw","N_left_bw","N_right_bw","N_total_left","N_total_right","Bandwidth","Optimal_Bandwidth_h","Controls","Sample","Check_Type","Placebo_Cutoff","Polynomial_Degree","Outcome","Weighted"
0.00808903445030706,0.0400644898808445,0.839994629995748,0.0151640147523231,0.0400644898808445,0.705066510274342,0.0151640147523231,0.050371305301436,0.76338040500161,425,275,150,4837,262,NA,NA,"Without Controls","Full Sample","Placebo Cutoff Test",730,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
0.0392316030695564,0.046031543747891,0.394060645009725,0.0559406715563925,0.046031543747891,0.224263814278217,0.0559406715563925,0.0536010589316738,0.296647986277437,372,196,176,4317,551,NA,NA,"With Controls","Full Sample","Placebo Cutoff Test",-730,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
0.000300417602342218,0.0357387462692519,0.993293112688228,0.00644591679396496,0.0357387462692519,0.856868273978663,0.00644591679396496,0.0429326668585662,0.880654048424458,569,329,240,4403,465,NA,NA,"With Controls","Full Sample","Placebo Cutoff Test",-365,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0906313762870629,0.0592337685336585,0.126001224554577,-0.114851920241762,0.0592337685336585,0.052506183494774,-0.114851920241762,0.068207995607367,0.0922109820970511,245,141,104,4483,385,NA,NA,"With Controls","Full Sample","Placebo Cutoff Test",0,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0765783635728488,0.0512336464203537,0.134995647622154,-0.0971329147109487,0.0512336464203537,0.0579757356630402,-0.0971329147109487,0.0603475382236836,0.107494195988249,270,161,109,4554,314,NA,NA,"With Controls","Full Sample","Placebo Cutoff Test",365,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
0.0184467158357596,0.0380132344551824,0.627484207087777,0.0227462314163397,0.0380132344551824,0.549588650689063,0.0227462314163397,0.0479863738230994,0.635489650161504,427,276,151,4613,255,NA,NA,"With Controls","Full Sample","Placebo Cutoff Test",730,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0629227502997465,0.069180153750806,0.363060324090695,-0.0852469461717177,0.069180153750806,0.217857321159338,-0.0852469461717177,0.0813147342220274,0.294473730327261,279,160,119,4704,395,NA,NA,"Without Controls","Full Sample","Polynomial Degree Sensitivity",NA,1,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0787808817697793,0.076633593074404,0.303940325261324,-0.0985738229327618,0.076633593074404,0.198338236093411,-0.0985738229327618,0.0867052926209461,0.255586959850928,458,273,185,4704,395,NA,NA,"Without Controls","Full Sample","Polynomial Degree Sensitivity",NA,2,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.105142079826813,0.0917781154042997,0.251955867462977,-0.116664415976975,0.0917781154042997,0.203672714821282,-0.116664415976975,0.102709832286723,0.256013425642393,588,366,222,4704,395,NA,NA,"Without Controls","Full Sample","Polynomial Degree Sensitivity",NA,3,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0906313762870629,0.0592337685336585,0.126001224554577,-0.114851920241762,0.0592337685336585,0.052506183494774,-0.114851920241762,0.068207995607367,0.0922109820970511,245,141,104,4483,385,NA,NA,"With Controls","Full Sample","Polynomial Degree Sensitivity",NA,1,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.109378214841358,0.0684026729462018,0.109812999035527,-0.131580149199366,0.0684026729462018,0.0544033335413224,-0.131580149199366,0.0758500309685364,0.0827867125953414,396,233,163,4483,385,NA,NA,"With Controls","Full Sample","Polynomial Degree Sensitivity",NA,2,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.162222543323595,0.0834811286885748,0.051989084304803,-0.18036732475334,0.0834811286885748,0.0307281054656316,-0.18036732475334,0.0905393843556696,0.0463554622474699,456,274,182,4483,385,NA,NA,"With Controls","Full Sample","Polynomial Degree Sensitivity",NA,3,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.232679826041705,0.124157753812285,0.0609213277580936,-0.197361125400979,0.124157753812285,0.111925069853277,-0.197361125400979,0.205908234758659,0.337815385363775,35,20,15,1044,92,338,1127.51355246957,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.206181576019878,0.113273177776361,0.068726217635522,-0.256925606462226,0.113273177776361,0.023317350433766,-0.256925606462226,0.174827378320567,0.141671218854539,43,22,21,1044,92,439,1127.51355246957,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.201268660917624,0.0999367017157679,0.0440135849841025,-0.21658481043022,0.0999367017157679,0.0302180893866638,-0.21658481043022,0.149091300252675,0.146307293268451,53,29,24,1044,92,540,1127.51355246957,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.173497240023378,0.0912015982133702,0.0571255854368427,-0.238408609332752,0.0912015982133702,0.00894671216169053,-0.238408609332752,0.135537762768923,0.0785804101595179,69,42,27,1044,92,641,1127.51355246957,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.134964773430338,0.0864858252913003,0.118631823721881,-0.245435159309948,0.0864858252913003,0.00454162838289503,-0.245435159309948,0.127860343553217,0.0549139374482267,76,45,31,1044,92,742,1127.51355246957,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.11519798033616,0.0833026593282468,0.166700195551611,-0.229617087514915,0.0833026593282468,0.00584379674927332,-0.229617087514915,0.119133898379843,0.053931459783715,87,54,33,1044,92,843,1127.51355246957,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0975614380149835,0.0791272171001776,0.217587177999292,-0.202271362448953,0.0791272171001776,0.0105797794758671,-0.202271362448953,0.112482462080257,0.0721377161365725,95,57,38,1044,92,944,1127.51355246957,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0843418752112554,0.0751554266952794,0.261763525002937,-0.189870629847786,0.0751554266952794,0.0115247096200546,-0.189870629847786,0.10610707629632,0.0735464342536338,109,68,41,1044,92,1044,1127.51355246957,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0738951052334468,0.071683364285129,0.302609144046253,-0.178201092272091,0.071683364285129,0.0129206964303701,-0.178201092272091,0.103138412762556,0.0840266215125542,117,75,42,1044,92,1145,1127.51355246957,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
